"Ze klapten dubbel als luciferstokjes",True,http://web.archive.org/web/20141218234702/http://www.trouw.nl/tr/nl/4492/Nederland/article/detail/1120620/2010/07/26/rsquo-Ze-klapten-dubbel-als-luciferstokjes-rsquo.dhtml,200,20141218234702
"Requiem voor de oude krakersscene",True,http://web.archive.org/web/20141218234542/http://www.trouw.nl/tr/nl/4324/nieuws/article/detail/1816022/2010/10/05/Requiem-voor-de-oude-krakersscene.dhtml,200,20141218234542
"Tegen: Keuze is gemaakt",True,http://web.archive.org/web/20141218205636/http://www.trouw.nl/tr/nl/4324/nieuws/archief/article/detail/1818637/2010/11/01/Tegen-Keuze-is-gemaakt.dhtml,200,20141218205636
"Mijn moeder schonk in, mijn vader gaf me ’t glas",True,http://web.archive.org/web/20141219025506/http://www.trouw.nl/tr/nl/4324/nieuws/archief/article/detail/1799785/2010/12/03/Mijn-moeder-schonk-in-mijn-vader-gaf-me-t-glas.dhtml,200,20141219025506
"Straks breek ik weer wat",True,http://web.archive.org/web/20141218233950/http://www.trouw.nl/tr/nl/4324/nieuws/archief/article/detail/1799091/2010/12/22/Straks-breek-ik-weer-wat.dhtml,200,20141218233950
"Wat begon met sexy foto’s",True,http://web.archive.org/web/20141219061514/http://www.trouw.nl/tr/nl/4324/Nieuws/article/detail/1840646/2011/01/15/Wat-begon-met-sexy-foto-rsquo-s.dhtml,200,20141219061514
"Zonder snorders komen we nergens",True,http://web.archive.org/web/20141219101334/http://www.trouw.nl/tr/nl/4324/Nieuws/archief/article/detail/1846399/2011/02/05/Zonder-snorders-komen-we-nergens.dhtml,200,20141219101334
"Identiteitsbewijs moet mee naar het Zuiderbad",False,,,
"Alphen verliest zijn onschuld",False,,,
"Ze spelen voor hun plezier, zeggen ze",False,,,
"Blauwe plekken? Ja, ik stoot me weleens, het is hier klein",False,,,
"Het is stoer om een hoge telefoonrekening te hebben",True,http://web.archive.org/web/20141219120653/http://www.trouw.nl/tr/nl/4504/Economie/article/detail/2462635/2011/07/07/Het-is-stoer-om-een-hoge-telefoonrekening-te-hebben.dhtml,200,20141219120653
"Torenhoge schulden, met dank aan de smartphone",False,,,
"Een nier in ruil voor mijn meisje",False,,,
"'Plunderaars zullen niet weten wat ze meemaken",False,,,
"Op de Achterdam was het knus",False,,,
"Mooi, intelligent, en op schoot bij de sjeik",False,,,
"Nederland kent honderden 'Talitha's van Zon",False,,,
"Werken moest ik",False,,,
"Moeder gaat over de kinderen, vader over reputatie",False,,,
"Wodka, werken en kerken",False,,,
"Zelfmoord doorbreekt het goddelijke systeem",True,http://web.archive.org/web/20131104003135/http://www.trouw.nl/tr/nl/5091/Religie/article/detail/3224399/2012/03/13/Zelfmoord-onderbreekt-het-goddelijke-systeem.dhtml,200,20131104003135
"De vraag is: wie moet het land dán gaan leiden?",False,,,
"De wijk glijdt af naar het riool",True,http://web.archive.org/web/20120615232427/http://www.trouw.nl:80/tr/nl/4492/Nederland/article/detail/3245208/2012/04/23/De-wijk-glijdt-af-naar-het-riool.dhtml,200,20120615232427
"Ik krijg nog steeds rillingen",False,,,
"Wij houden wel van matten",False,,,
"Een op zeven jongeren een verstandelijke beperking",True,http://web.archive.org/web/20120625004204/http://www.trouw.nl:80/tr/nl/4516/Gezondheid/article/detail/3274719/2012/06/21/Een-op-zeven-jongeren-heeft-een-verstandelijke-beperking.dhtml,200,20120625004204
"Ik vergeet soms naar mijn werk te gaan",False,,,
"Agent moet zwakbegaafde jongere aan arts helpen",False,,,
"Ik kan mezelf niet veranderen in een witte man",True,http://web.archive.org/web/20141224185904/http://www.trouw.nl/tr/nl/4504/Economie/article/detail/3287689/2012/07/17/Ik-kan-mezelf-niet-veranderen-in-een-witte-man.dhtml,200,20141224185904
"Den Haag gaat zwakbegaafden beter begeleiden",False,,,
"Stemmen in een kerk? Het deert de Haagse kiezer niet",False,,,
"Ik heb nu een eigen stretcher, dat is al heel wat",False,,,
"Trambestuurders zitten met vragen",False,,,
"Alleen de boom weet hoe het zit",False,,,
"Dat ik geen hulp kreeg, vind ik ’t ergste",False,,,
"Hier heerst de omerta",False,,,
"Van de Elfstedenkoorts over naar de Oranjekoorts",True,http://web.archive.org/web/20130518150833/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3384809/2013/01/29/Van-de-Elfstedenkoorts-over-naar-de-Oranjekoorts.dhtml,200,20130518150833
"We gebruiken alle vormen van geweld",True,http://web.archive.org/web/20130517173238/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3395632/2013/02/18/We-gebruiken-alle-vormen-van-geweld.dhtml,200,20130517173238
"Ratten, schimmel en open stroomdraden",True,http://web.archive.org/web/20130518225836/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3404428/2013/03/06/Ratten-schimmel-en-open-stroomdraden.dhtml,200,20130518225836
"Als ik te weinig geld ophaal, krijg ik klappen",True,http://web.archive.org/web/20130517221311/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3410280/2013/03/16/Als-ik-te-weinig-geld-ophaal-krijg-ik-klappen.dhtml,200,20130517221311
"Toch niet naar Syrië, nog niet",False,,,
"Ronselen voor Syrië, dat is mijn djihad",True,http://web.archive.org/web/20141219191245/http://www.trouw.nl/tr/nl/4496/Buitenland/article/detail/3437058/2013/05/06/Ronselen-voor-Syrie-dat-is-mijn-djihad.dhtml,200,20141219191245
"Haagse buurt domein orthodoxe moslim",True,http://web.archive.org/web/20140910040901/http://www.trouw.nl/tr/nl/31921/Bericht-uit-de-Schilderswijk/article/detail/3443626/2013/05/18/Haagse-buurt-domein-orthodoxe-moslims.dhtml,200,20140910040901
"Als je wijk verandert in een 'klein kalifaat",True,http://web.archive.org/web/20141129063409/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3443406/2013/05/18/Als-je-wijk-verandert-in-een-klein-kalifaat.dhtml,200,20141129063409
"Shisha roken is chillaxt, we doen niks fout",False,,,
"Wat moet ik? Ander werk is er niet",False,,,
"Drugsbaas ben ik nog niet, maar wie weet...",False,,,
"Ik ben een soort deeltijdvriendin",False,,,
"Niemand is eenzamer dan de Nederlandse Turk",True,http://web.archive.org/web/20141221214702/http://www.trouw.nl/tr/nl/4492/Nederland/article/detail/3523317/2013/10/08/Niemand-is-eenzamer-dan-Nederlandse-Turk.dhtml,200,20141221214702
"Romavrouw zorgt voor groot deel van het geld",True,http://web.archive.org/web/20131026065805/http://www.trouw.nl:80/tr/nl/4492/Nederland/article/detail/3530604/2013/10/21/Romavrouw-zorgt-voor-groot-deel-van-het-geld.dhtml,200,20131026065805
"Bendelid houdt radiostilte om straks toe te slaan",True,http://web.archive.org/web/20141217135843/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3577605/2014/01/15/Bendelid-houdt-radiostilte-om-straks-weer-toe-te-slaan.dhtml,200,20141217135843
"Die jongens denken dat zij heersen op straat",True,http://web.archive.org/web/20141217183154/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3578874/2014/01/17/Die-jongens-denken-dat-zij-heersen-op-straat.dhtml,200,20141217183154
"Had ik Fatima maar thuis gehouden, ....",True,http://web.archive.org/web/20141217192151/http://www.trouw.nl/tr/nl/13953/Burgeroorlog-in-Syrie/article/detail/3607029/2014/03/04/Had-ik-Fatima-maar-thuis-gehouden.dhtml,200,20141217192151
"Ik heb toch wel het recht te zeggen dat ze mijn Den Haag vergallen?",False,,,
"Hij heeft altijd de pik op ons. Dat knieschot...",False,,,
"Net een wereldstad met al die leiders ... om de hoek",True,http://web.archive.org/web/20141217162003/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3621954/2014/03/25/Net-een-wereldstad-met-al-die-leiders-bij-mij-om-de-hoek.dhtml,200,20141217162003
"Toenemende spanning onder Marokkaanse jongeren",True,http://web.archive.org/web/20141217142000/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3628277/2014/04/04/Toenemende-spanning-onder-Marokkaanse-jongeren.dhtml,200,20141217142000
"Ook met een diploma nog onbemind",True,http://web.archive.org/web/20141217141947/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3628262/2014/04/04/Ook-met-een-diploma-nog-onbemind.dhtml,200,20141217141947
"Jaren knokken voor succeswijk",True,http://web.archive.org/web/20141217172134/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3633407/2014/04/11/Jaren-knokken-voor-succeswijk.dhtml,200,20141217172134
"Doelloos rondhangen als schimmen in de grote stad",True,http://web.archive.org/web/20141217144953/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3634184/2014/04/12/Doelloos-rondhangen-als-schimmen-in-de-grote-stad.dhtml,200,20141217144953
"Zij gaven hun leven voor een mooie toekomst",True,http://web.archive.org/web/20141217161323/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3641039/2014/04/25/Zij-gaven-hun-leven-voor-een-mooie-toekomst.dhtml,200,20141217161323
"Duindorp bepaalt zelf wie er binnenkomt",True,http://web.archive.org/web/20141217170806/http://www.trouw.nl/tr/nl/4492/Nederland/article/detail/3644139/2014/04/29/Duindorp-bepaalt-zelf-wie-er-binnenkomt.dhtml,200,20141217170806
"Bendelid schuilt in Marokko",True,http://web.archive.org/web/20141217170812/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3643966/2014/04/29/Bendelid-schuilt-in-Marokko.dhtml,200,20141217170812
"Eritreërs van Italië meteen door naar Nederland",True,http://web.archive.org/web/20141217155139/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3657378/2014/05/19/Eritreers-van-Italie-meteen-door-naar-Nederland.dhtml,200,20141217155139
"Dagje walvis ruiken in Scheveningen",True,http://web.archive.org/web/20141217161006/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3722922/2014/08/22/Dagje-walvis-ruiken-in-Scheveningen.dhtml,200,20141217161006
"Mijn dochter gaat echt niet in zo’n nikaab",True,http://web.archive.org/web/20141217152544/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3723675/2014/08/23/Mijn-dochter-gaat-echt-niet-in-zo-n-nikaab.dhtml,200,20141217152544
"Ik schaam me voor deze moordenaars",True,http://web.archive.org/web/20141217152523/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3723676/2014/08/23/Ik-schaam-me-voor-deze-moordenaars.dhtml,200,20141217152523
"Geweld mag alleen bij levensgevaar",True,http://web.archive.org/web/20141217152503/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3723661/2014/08/23/Geweld-mag-alleen-bij-levensgevaar.dhtml,200,20141217152503
"Haags gezin vertrekt naar Syrië voor djihad",True,http://web.archive.org/web/20141217183509/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3747355/2014/09/13/Haags-gezin-vertrekt-naar-Syrie-voor-djihad.dhtml,200,20141217183509
"Zolang ze in het kalifaat is, is ze mijn dochter niet",True,http://web.archive.org/web/20141217193226/http://www.trouw.nl/tr/nl/4496/Buitenland/article/detail/3747383/2014/09/14/Zolang-ze-in-het-kalifaat-is-is-ze-mijn-dochter-niet.dhtml,200,20141217193226
"NL moet niet meedoen met kruistocht tegen de islam",True,http://web.archive.org/web/20141217142357/http://www.trouw.nl/tr/nl/4492/Nederland/article/detail/3755633/2014/09/26/Nederland-moet-niet-meedoen-met-deze-kruistocht-tegen-de-islam.dhtml,200,20141217142357
"Eerst IS verslaan, de rest komt later",True,http://web.archive.org/web/20141217155718/http://www.trouw.nl/tr/nl/5009/Archief/archief/article/detail/3763994/2014/10/08/Eerst-IS-verslaan-de-rest-komt-later.dhtml,200,20141217155718
"Van de Allure van badplaats Scheveningen is weinig over",False,,,
